name,module,file,line,first_tactic,n_tokens,truncated,surprise_given,mean_surprise,surprise_alone,pmi,mean_pmi,max_incongruity,first_step_surprise,max_rank
loss_lt_budget,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,162,cases,199,0,38.433048248291016,0.19313089549541473,741.2249755859375,702.7919311523438,3.5316177444841395,2.052952289581299,2.75732684135437,70
paired_bound,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,180,have,160,0,88.72444915771484,0.5545278191566467,527.4878540039062,438.7633972167969,2.7422712326049803,5.353586196899414,0.42252111434936523,24
paired_bound_of_budget,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,204,have,40,0,30.344186782836914,0.7586047053337097,234.84365844726562,204.4994659423828,5.11248664855957,6.557675361633301,0.38016822934150696,129
innerAbove_append,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,213,induction,90,0,92.41051483154297,1.0267834663391113,414.00274658203125,321.59222412109375,3.5732469346788194,5.789105415344238,3.080111026763916,48
innerAbove_flatten,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,229,induction,47,0,37.52127456665039,0.7983249425888062,266.60296630859375,229.08169555664062,4.8740786288646945,7.7436652183532715,0.19252228736877441,5
loss_exact,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,241,induction,62,0,26.905277252197266,0.4339560866355896,334.7439880371094,307.8387145996094,4.9651405580582155,5.149661064147949,0.10692232102155685,70
DyadicCertificate.length_eq,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,256,induction,70,0,53.477806091308594,0.7639686465263367,361.153564453125,307.6757507324219,4.395367867606026,3.641535758972168,0.19413316249847412,7
dyadic_term_le,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,270,have,266,0,205.72801208496094,0.7734135985374451,563.7611694335938,358.03314208984375,1.3459892559768563,10.772737503051758,0.4607270359992981,109
budget_le_dyadic,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,284,induction,84,0,60.828861236572266,0.7241531014442444,409.9434814453125,349.1146240234375,4.156126476469494,4.708558559417725,0.627837061882019,35
dyadic_rpow_lower,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,295,have,293,0,199.40267944335938,0.6805552244186401,604.90283203125,405.5001525878906,1.3839595651463843,17.32182502746582,0.23608539998531342,7413
innerAbove_mono,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,319,induction,41,0,29.356277465820312,0.7160067558288574,215.15951538085938,185.80323791503906,4.531786290610709,4.579810619354248,0.8293348550796509,47
innerAbove_one,Problems.Juggler.ReturnWordLoss,formal/Problems/Juggler/ReturnWordLoss.lean,325,induction,46,0,31.08592987060547,0.6757810711860657,252.53610229492188,221.45016479492188,4.81413401728091,2.6494996547698975,0.24347221851348877,18
